path,word,emotion,speaker_group,label
data\TESS_female\OAF_angry\OAF_fit_angry.wav,fit,angry,OAF,0
data\TESS_female\OAF_angry\OAF_five_angry.wav,five,angry,OAF,0
data\TESS_female\OAF_angry\OAF_food_angry.wav,food,angry,OAF,0
data\TESS_female\OAF_angry\OAF_gap_angry.wav,gap,angry,OAF,0
data\TESS_female\OAF_angry\OAF_gas_angry.wav,gas,angry,OAF,0
data\TESS_female\OAF_angry\OAF_gaze_angry.wav,gaze,angry,OAF,0
data\TESS_female\OAF_angry\OAF_germ_angry.wav,germ,angry,OAF,0
data\TESS_female\OAF_angry\OAF_get_angry.wav,get,angry,OAF,0
data\TESS_female\OAF_angry\OAF_gin_angry.wav,gin,angry,OAF,0
data\TESS_female\OAF_angry\OAF_goal_angry.wav,goal,angry,OAF,0
data\TESS_female\OAF_angry\OAF_good_angry.wav,good,angry,OAF,0
data\TESS_female\OAF_angry\OAF_goose_angry.wav,goose,angry,OAF,0
data\TESS_female\OAF_angry\OAF_gun_angry.wav,gun,angry,OAF,0
data\TESS_female\OAF_angry\OAF_half_angry.wav,half,angry,OAF,0
data\TESS_female\OAF_angry\OAF_hall_angry.wav,hall,angry,OAF,0
data\TESS_female\OAF_angry\OAF_hash_angry.wav,hash,angry,OAF,0
data\TESS_female\OAF_angry\OAF_hate_angry.wav,hate,angry,OAF,0
data\TESS_female\OAF_angry\OAF_have_angry.wav,have,angry,OAF,0
data\TESS_female\OAF_angry\OAF_haze_angry.wav,haze,angry,OAF,0
data\TESS_female\OAF_angry\OAF_hire_angry.wav,hire,angry,OAF,0
data\TESS_female\OAF_angry\OAF_hit_angry.wav,hit,angry,OAF,0
data\TESS_female\OAF_angry\OAF_hole_angry.wav,hole,angry,OAF,0
data\TESS_female\OAF_angry\OAF_home_angry.wav,home,angry,OAF,0
data\TESS_female\OAF_angry\OAF_hurl_angry.wav,hurl,angry,OAF,0
data\TESS_female\OAF_angry\OAF_hush_angry.wav,hush,angry,OAF,0
data\TESS_female\OAF_angry\OAF_jail_angry.wav,jail,angry,OAF,0
data\TESS_female\OAF_angry\OAF_jar_angry.wav,jar,angry,OAF,0
data\TESS_female\OAF_angry\OAF_join_angry.wav,join,angry,OAF,0
data\TESS_female\OAF_angry\OAF_judge_angry.wav,judge,angry,OAF,0
data\TESS_female\OAF_angry\OAF_jug_angry.wav,jug,angry,OAF,0
data\TESS_female\OAF_angry\OAF_juice_angry.wav,juice,angry,OAF,0
data\TESS_female\OAF_angry\OAF_keen_angry.wav,keen,angry,OAF,0
data\TESS_female\OAF_angry\OAF_keep_angry.wav,keep,angry,OAF,0
data\TESS_female\OAF_angry\OAF_keg_angry.wav,keg,angry,OAF,0
data\TESS_female\OAF_angry\OAF_kick_angry.wav,kick,angry,OAF,0
data\TESS_female\OAF_angry\OAF_kill_angry.wav,kill,angry,OAF,0
data\TESS_female\OAF_angry\OAF_king_angry.wav,king,angry,OAF,0
data\TESS_female\OAF_angry\OAF_kite_angry.wav,kite,angry,OAF,0
data\TESS_female\OAF_angry\OAF_knock_angry.wav,knock,angry,OAF,0
data\TESS_female\OAF_angry\OAF_late_angry.wav,late,angry,OAF,0
data\TESS_female\OAF_angry\OAF_laud_angry.wav,laud,angry,OAF,0
data\TESS_female\OAF_angry\OAF_lean_angry.wav,lean,angry,OAF,0
data\TESS_female\OAF_angry\OAF_learn_angry.wav,learn,angry,OAF,0
data\TESS_female\OAF_angry\OAF_lease_angry.wav,lease,angry,OAF,0
data\TESS_female\OAF_angry\OAF_lid_angry.wav,lid,angry,OAF,0
data\TESS_female\OAF_angry\OAF_life_angry.wav,life,angry,OAF,0
data\TESS_female\OAF_angry\OAF_limb_angry.wav,limb,angry,OAF,0
data\TESS_female\OAF_angry\OAF_live_angry.wav,live,angry,OAF,0
data\TESS_female\OAF_angry\OAF_loaf_angry.wav,loaf,angry,OAF,0
data\TESS_female\OAF_angry\OAF_long_angry.wav,long,angry,OAF,0
data\TESS_female\OAF_angry\OAF_lore_angry.wav,lore,angry,OAF,0
data\TESS_female\OAF_angry\OAF_lose_angry.wav,lose,angry,OAF,0
data\TESS_female\OAF_angry\OAF_lot_angry.wav,lot,angry,OAF,0
data\TESS_female\OAF_angry\OAF_love_angry.wav,love,angry,OAF,0
data\TESS_female\OAF_angry\OAF_luck_angry.wav,luck,angry,OAF,0
data\TESS_female\OAF_angry\OAF_make_angry.wav,make,angry,OAF,0
data\TESS_female\OAF_angry\OAF_match_angry.wav,match,angry,OAF,0
data\TESS_female\OAF_angry\OAF_merge_angry.wav,merge,angry,OAF,0
data\TESS_female\OAF_angry\OAF_mess_angry.wav,mess,angry,OAF,0
data\TESS_female\OAF_angry\OAF_met_angry.wav,met,angry,OAF,0
data\TESS_female\OAF_angry\OAF_mill_angry.wav,mill,angry,OAF,0
data\TESS_female\OAF_angry\OAF_mob_angry.wav,mob,angry,OAF,0
data\TESS_female\OAF_angry\OAF_mode_angry.wav,mode,angry,OAF,0
data\TESS_female\OAF_angry\OAF_mood_angry.wav,mood,angry,OAF,0
data\TESS_female\OAF_angry\OAF_moon_angry.wav,moon,angry,OAF,0
data\TESS_female\OAF_angry\OAF_mop_angry.wav,mop,angry,OAF,0
data\TESS_female\OAF_angry\OAF_mouse_angry.wav,mouse,angry,OAF,0
data\TESS_female\OAF_angry\OAF_nag_angry.wav,nag,angry,OAF,0
data\TESS_female\OAF_angry\OAF_name_angry.wav,name,angry,OAF,0
data\TESS_female\OAF_angry\OAF_near_angry.wav,near,angry,OAF,0
data\TESS_female\OAF_angry\OAF_neat_angry.wav,neat,angry,OAF,0
data\TESS_female\OAF_angry\OAF_nice_angry.wav,nice,angry,OAF,0
data\TESS_female\OAF_angry\OAF_note_angry.wav,note,angry,OAF,0
data\TESS_female\OAF_angry\OAF_numb_angry.wav,numb,angry,OAF,0
data\TESS_female\OAF_angry\OAF_pad_angry.wav,pad,angry,OAF,0
data\TESS_female\OAF_angry\OAF_page_angry.wav,page,angry,OAF,0
data\TESS_female\OAF_angry\OAF_pain_angry.wav,pain,angry,OAF,0
data\TESS_female\OAF_angry\OAF_pass_angry.wav,pass,angry,OAF,0
data\TESS_female\OAF_angry\OAF_pearl_angry.wav,pearl,angry,OAF,0
data\TESS_female\OAF_angry\OAF_peg_angry.wav,peg,angry,OAF,0
data\TESS_female\OAF_angry\OAF_perch_angry.wav,perch,angry,OAF,0
data\TESS_female\OAF_angry\OAF_phone_angry.wav,phone,angry,OAF,0
data\TESS_female\OAF_angry\OAF_pick_angry.wav,pick,angry,OAF,0
data\TESS_female\OAF_angry\OAF_pike_angry.wav,pike,angry,OAF,0
data\TESS_female\OAF_angry\OAF_pole_angry.wav,pole,angry,OAF,0
data\TESS_female\OAF_angry\OAF_pool_angry.wav,pool,angry,OAF,0
data\TESS_female\OAF_angry\OAF_puff_angry.wav,puff,angry,OAF,0
data\TESS_female\OAF_angry\OAF_rag_angry.wav,rag,angry,OAF,0
data\TESS_female\OAF_angry\OAF_raid_angry.wav,raid,angry,OAF,0
data\TESS_female\OAF_angry\OAF_rain_angry.wav,rain,angry,OAF,0
data\TESS_female\OAF_angry\OAF_raise_angry.wav,raise,angry,OAF,0
data\TESS_female\OAF_angry\OAF_rat_angry.wav,rat,angry,OAF,0
data\TESS_female\OAF_angry\OAF_reach_angry.wav,reach,angry,OAF,0
data\TESS_female\OAF_angry\OAF_read_angry.wav,read,angry,OAF,0
data\TESS_female\OAF_angry\OAF_red_angry.wav,red,angry,OAF,0
data\TESS_female\OAF_angry\OAF_ring_angry.wav,ring,angry,OAF,0
data\TESS_female\OAF_angry\OAF_ripe_angry.wav,ripe,angry,OAF,0
data\TESS_female\OAF_angry\OAF_road_angry.wav,road,angry,OAF,0
data\TESS_female\OAF_angry\OAF_room_angry.wav,room,angry,OAF,0
data\TESS_female\OAF_angry\OAF_rose_angry.wav,rose,angry,OAF,0
data\TESS_female\OAF_angry\OAF_rot_angry.wav,rot,angry,OAF,0
data\TESS_female\OAF_angry\OAF_rough_angry.wav,rough,angry,OAF,0
data\TESS_female\OAF_angry\OAF_rush_angry.wav,rush,angry,OAF,0
data\TESS_female\OAF_angry\OAF_said_angry.wav,said,angry,OAF,0
data\TESS_female\OAF_angry\OAF_sail_angry.wav,sail,angry,OAF,0
data\TESS_female\OAF_angry\OAF_search_angry.wav,search,angry,OAF,0
data\TESS_female\OAF_angry\OAF_seize_angry.wav,seize,angry,OAF,0
data\TESS_female\OAF_angry\OAF_sell_angry.wav,sell,angry,OAF,0
data\TESS_female\OAF_angry\OAF_shack_angry.wav,shack,angry,OAF,0
data\TESS_female\OAF_angry\OAF_shall_angry.wav,shall,angry,OAF,0
data\TESS_female\OAF_angry\OAF_shawl_angry.wav,shawl,angry,OAF,0
data\TESS_female\OAF_angry\OAF_sheep_angry.wav,sheep,angry,OAF,0
data\TESS_female\OAF_angry\OAF_shirt_angry.wav,shirt,angry,OAF,0
data\TESS_female\OAF_angry\OAF_should_angry.wav,should,angry,OAF,0
data\TESS_female\OAF_angry\OAF_shout_angry.wav,shout,angry,OAF,0
data\TESS_female\OAF_angry\OAF_size_angry.wav,size,angry,OAF,0
data\TESS_female\OAF_angry\OAF_soap_angry.wav,soap,angry,OAF,0
data\TESS_female\OAF_angry\OAF_soup_angry.wav,soup,angry,OAF,0
data\TESS_female\OAF_angry\OAF_sour_angry.wav,sour,angry,OAF,0
data\TESS_female\OAF_angry\OAF_south_angry.wav,south,angry,OAF,0
data\TESS_female\OAF_angry\OAF_sub_angry.wav,sub,angry,OAF,0
data\TESS_female\OAF_angry\OAF_such_angry.wav,such,angry,OAF,0
data\TESS_female\OAF_angry\OAF_sure_angry.wav,sure,angry,OAF,0
data\TESS_female\OAF_angry\OAF_take_angry.wav,take,angry,OAF,0
data\TESS_female\OAF_angry\OAF_talk_angry.wav,talk,angry,OAF,0
data\TESS_female\OAF_angry\OAF_tape_angry.wav,tape,angry,OAF,0
data\TESS_female\OAF_angry\OAF_team_angry.wav,team,angry,OAF,0
data\TESS_female\OAF_angry\OAF_tell_angry.wav,tell,angry,OAF,0
data\TESS_female\OAF_angry\OAF_thin_angry.wav,thin,angry,OAF,0
data\TESS_female\OAF_angry\OAF_third_angry.wav,third,angry,OAF,0
data\TESS_female\OAF_angry\OAF_thought_angry.wav,thought,angry,OAF,0
data\TESS_female\OAF_angry\OAF_thumb_angry.wav,thumb,angry,OAF,0
data\TESS_female\OAF_angry\OAF_time_angry.wav,time,angry,OAF,0
data\TESS_female\OAF_angry\OAF_tip_angry.wav,tip,angry,OAF,0
data\TESS_female\OAF_angry\OAF_tire_angry.wav,tire,angry,OAF,0
data\TESS_female\OAF_angry\OAF_ton_angry.wav,ton,angry,OAF,0
data\TESS_female\OAF_angry\OAF_tool_angry.wav,tool,angry,OAF,0
data\TESS_female\OAF_angry\OAF_tough_angry.wav,tough,angry,OAF,0
data\TESS_female\OAF_angry\OAF_turn_angry.wav,turn,angry,OAF,0
data\TESS_female\OAF_angry\OAF_vine_angry.wav,vine,angry,OAF,0
data\TESS_female\OAF_angry\OAF_voice_angry.wav,voice,angry,OAF,0
data\TESS_female\OAF_angry\OAF_void_angry.wav,void,angry,OAF,0
data\TESS_female\OAF_angry\OAF_vote_angry.wav,vote,angry,OAF,0
data\TESS_female\OAF_angry\OAF_wag_angry.wav,wag,angry,OAF,0
data\TESS_female\OAF_angry\OAF_walk_angry.wav,walk,angry,OAF,0
data\TESS_female\OAF_angry\OAF_wash_angry.wav,wash,angry,OAF,0
data\TESS_female\OAF_angry\OAF_week_angry.wav,week,angry,OAF,0
data\TESS_female\OAF_angry\OAF_wheat_angry.wav,wheat,angry,OAF,0
data\TESS_female\OAF_angry\OAF_when_angry.wav,when,angry,OAF,0
data\TESS_female\OAF_angry\OAF_which_angry.wav,which,angry,OAF,0
data\TESS_female\OAF_angry\OAF_whip_angry.wav,whip,angry,OAF,0
data\TESS_female\OAF_angry\OAF_white_angry.wav,white,angry,OAF,0
data\TESS_female\OAF_angry\OAF_wife_angry.wav,wife,angry,OAF,0
data\TESS_female\OAF_angry\OAF_wire_angry.wav,wire,angry,OAF,0
data\TESS_female\OAF_angry\OAF_witch_angry.wav,witch,angry,OAF,0
data\TESS_female\OAF_angry\OAF_yearn_angry.wav,yearn,angry,OAF,0
data\TESS_female\OAF_angry\OAF_yes_angry.wav,yes,angry,OAF,0
data\TESS_female\OAF_angry\OAF_young_angry.wav,young,angry,OAF,0
data\TESS_female\OAF_angry\OAF_youth_angry.wav,youth,angry,OAF,0
data\TESS_female\OAF_disgust\OAF_back_disgust.wav,back,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_bar_disgust.wav,bar,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_base_disgust.wav,base,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_bath_disgust.wav,bath,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_bean_disgust.wav,bean,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_beg_disgust.wav,beg,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_bite_disgust.wav,bite,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_boat_disgust.wav,boat,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_bone_disgust.wav,bone,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_book_disgust.wav,book,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_bought_disgust.wav,bought,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_burn_disgust.wav,burn,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_cab_disgust.wav,cab,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_calm_disgust.wav,calm,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_came_disgust.wav,came,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_cause_disgust.wav,cause,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_chain_disgust.wav,chain,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_chair_disgust.wav,chair,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_chalk_disgust.wav,chalk,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_chat_disgust.wav,chat,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_check_disgust.wav,check,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_cheek_disgust.wav,cheek,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_chief_disgust.wav,chief,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_choice_disgust.wav,choice,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_cool_disgust.wav,cool,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_dab_disgust.wav,dab,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_date_disgust.wav,date,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_dead_disgust.wav,dead,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_death_disgust.wav,death,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_deep_disgust.wav,deep,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_dime_disgust.wav,dime,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_dip_disgust.wav,dip,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_ditch_disgust.wav,ditch,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_dodge_disgust.wav,dodge,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_dog_disgust.wav,dog,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_doll_disgust.wav,doll,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_door_disgust.wav,door,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_fail_disgust.wav,fail,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_fall_disgust.wav,fall,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_far_disgust.wav,far,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_fat_disgust.wav,fat,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_fit_disgust.wav,fit,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_five_disgust.wav,five,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_food_disgust.wav,food,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_gap_disgust.wav,gap,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_gas_disgust.wav,gas,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_gaze_disgust.wav,gaze,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_germ_disgust.wav,germ,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_get_disgust.wav,get,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_gin_disgust.wav,gin,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_goal_disgust.wav,goal,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_good_disgust.wav,good,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_goose_disgust.wav,goose,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_gun_disgust.wav,gun,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_half_disgust.wav,half,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_hall_disgust.wav,hall,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_hash_disgust.wav,hash,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_hate_disgust.wav,hate,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_have_disgust.wav,have,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_haze_disgust.wav,haze,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_hire_disgust.wav,hire,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_hit_disgust.wav,hit,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_hole_disgust.wav,hole,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_home_disgust.wav,home,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_hurl_disgust.wav,hurl,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_hush_disgust.wav,hush,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_jail_disgust.wav,jail,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_jar_disgust.wav,jar,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_join_disgust.wav,join,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_judge_disgust.wav,judge,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_jug_disgust.wav,jug,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_juice_disgust.wav,juice,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_keen_disgust.wav,keen,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_keep_disgust.wav,keep,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_keg_disgust.wav,keg,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_kick_disgust.wav,kick,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_kill_disgust.wav,kill,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_king_disgust.wav,king,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_kite_disgust.wav,kite,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_knock_disgust.wav,knock,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_late_disgust.wav,late,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_laud_disgust.wav,laud,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_lean_disgust.wav,lean,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_learn_disgust.wav,learn,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_lease_disgust.wav,lease,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_lid_disgust.wav,lid,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_life_disgust.wav,life,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_limb_disgust.wav,limb,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_live_disgust.wav,live,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_loaf_disgust.wav,loaf,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_long_disgust.wav,long,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_lore_disgust.wav,lore,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_lose_disgust.wav,lose,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_lot_disgust.wav,lot,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_love_disgust.wav,love,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_luck_disgust.wav,luck,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_make_disgust.wav,make,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_match_disgust.wav,match,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_merge_disgust.wav,merge,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_mess_disgust.wav,mess,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_met_disgust.wav,met,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_mill_disgust.wav,mill,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_mob_disgust.wav,mob,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_mode_disgust.wav,mode,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_mood_disgust.wav,mood,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_moon_disgust.wav,moon,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_mop_disgust.wav,mop,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_mouse_disgust.wav,mouse,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_nag_disgust.wav,nag,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_name_disgust.wav,name,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_near_disgust.wav,near,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_neat_disgust.wav,neat,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_nice_disgust.wav,nice,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_note_disgust.wav,note,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_numb_disgust.wav,numb,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_pad_disgust.wav,pad,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_page_disgust.wav,page,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_pain_disgust.wav,pain,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_pass_disgust.wav,pass,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_pearl_disgust.wav,pearl,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_peg_disgust.wav,peg,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_perch_disgust.wav,perch,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_phone_disgust.wav,phone,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_pick_disgust.wav,pick,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_pike_disgust.wav,pike,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_pole_disgust.wav,pole,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_pool_disgust.wav,pool,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_puff_disgust.wav,puff,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_rag_disgust.wav,rag,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_raid_disgust.wav,raid,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_rain_disgust.wav,rain,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_raise_disgust.wav,raise,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_rat_disgust.wav,rat,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_reach_disgust.wav,reach,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_read_disgust.wav,read,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_red_disgust.wav,red,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_ring_disgust.wav,ring,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_ripe_disgust.wav,ripe,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_road_disgust.wav,road,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_room_disgust.wav,room,disgust,OAF,1
data\TESS_female\OAF_disgust\OAF_rose_disgust.wav,rose,disgust,OAF,1
